OBJECTID,SiteKey,PlotKey,DateModified,Actual.Eco.Site,PlotID,EstablishDate,State,County,Directions,AvgPrecip,AvgPrecipUOM,EcolSite,Soil,ParentMaterial,Slope,Aspect,ESD_SlopeShape,LandscapeType,LandscapeTypeSecondary,MgtUnit,GPSCoordSys,Datum,Zone,Easting,Northing,Elevation,ElevationType,RecentWeatherPast12,RecentWeatherPrevious12,DisturbWildfire,DisturbRodents,DisturbMammals,DisturbWater,DisturbWind,DisturbWaterSoilDep,DisturbWindSoilDep,DisturbUndgroundUtils,DisturbOverhdTransLines,DisturbOther,DisturbOtherDesc,WildlifeUse,MgtHistory,OffsiteInfluences,Comments,ESD_MLRA,ESD_CRA,ESD_Region,ESD_Investigators,ESD_Bedrock,ESD_CommunityDescription,ESD_MajorLandform,ESD_ComponentLandform,HillslopeType,ESD_GeomorphicComp,ESD_RunIn_RunOff,ESD_SlopeComplexity,ESD_Root_density,ESD_Root_Depth,ESD_Root_Notes,ESD_DKDate,ESD_DKObservers,ESD_LitterClass,ESD_BiologicalCrustClass,ESD_PctGrassCover,ESD_ResourceRetentionClass,ESD_bareGapPatchSize,ESD_grassPatchSize,ESD_ResourceRetentionNotes,ESD_Pedoderm_Class,ESD_SurfaceNotes,ESD_SubsurfaceNotes,ESD_Compaction,ESD_Series,ESD_ParticleSizeClass,ESD_Mineralogy,ESD_SoilTempRegime,ESD_DepthClass,ESD_Subgroup,ESD_Greatgroup,ESD_Reaction,ESD_SoilMoistureRegime,ESD_CationExchangeActivityClass,ESD_Epipedon,ESD_Subsurface_features,ESD_Depth_to_root_horizon,ESD_Type_root_horizon,ESD_Horizon_notes,ESD_TrackingID,ESD_StateWithinEcologicalSite,ESD_CommunityWithinState,ESD_ErosionPatternClass,ESD_SoilRedistributionClass,Longitude,Latitude,DateLoadedInDb,GlobalID,PrimaryKey,DBKey,ADMINST,SpeciesState,ProjectName,Purpose,PurposeFlag,Design,DesignFlag
69328,1.80606E+12,1.80703E+15,11/5/2018 18:31,PJ,SS-227,6/25/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Follow S Townsend Ave and US-50 W to Confluence Dr in Delta
27 min (22.7 mi)
 
Take Sawmill Mesa Rd to Escalante Rim Rd
30 min (12.6 mi)
38.6867600, -108.2572700",10,in,,73,Colluvium derived from sandstone/shale,8,88,VL,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,12,-108.2573013,38.686737,5974,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shavano-Lazear complex,,,,,,,,,,,,,,,,,,,,-108.2573013,38.686737,9/1/2018,{310219CF-2E09-4052-9619-005074D5E49F},18070312115068222018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69329,1.8073E+15,1.8073E+15,10/16/2018 15:36,MMS,PP-171,7/30/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-550 S, CO-62 W/State Hwy 62, CO-145 N and CO-90 W to 5.75 Rd in Bedrock
2 h 5 min (111 mi)
 
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
6.1 mi

Turn left onto CO-90 W
24.2 mi
 
Take U5 Rd and Forest Rd 0371 to U2 Rd
20 min (7.5 mi)
 
Turn right onto 5.75 Rd
0.8 mi

Turn left to stay on 5.75 Rd
0.3 mi

Turn left onto U5 Rd
1.6 mi

U5 Rd turns slightly left and becomes Forest Rd 0371
3.4 mi

Turn left onto Forest Rd 4114
1.1 mi

Turn right onto U2 Rd
 Destination will be on the left
0.2 mi
U2 Rd
Bedrock, CO 81411",21,in,R048AY228CO,6,Alluvium derived from sandstone and shale,6,148,LC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-109.037536,38.37545,7556,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Elk scat present. Cow patties present.,"Evidence of possible fire, chaining and seeding having occurred on site including widespread presence of AGCR and charred woody debris",A road occurs about 500 ft. to the north of plot center,Very dry with many unidentifiable plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acree loam,,,,,,,,,,,,,,,,,,,,-109.037536,38.37545,9/1/2018,{C7DB133D-8620-40AE-9613-D443FDE5550A},18073013463130432018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69330,1.80807E+15,1.80807E+14,10/29/2018 12:40,MC,MC-056,8/7/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
10.3 mi

Turn left onto Buckhorn Rd
1.2 mi

Turn right to stay on Buckhorn Rd
10.1 mi

Turn left onto Co Rd 32
177 ft

Continue onto Buckhorn Rd
0.4 mi
Buckhorn Lakes Park
Montrose, CO 81403
Hike to plot",31,in,F048AY918CO,921,Slide deposits derived from igneous and sedimentar,11,79,CC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-107.63129,38.31559,10918.61035,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frisco gravelly loam,,,,,,,,,,,,,,,,,,,,-107.63129,38.31559,9/1/2018,{EFE59E50-6FFD-4896-A5D9-CE30A42AA5FC},1808071324547432018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69331,1.80606E+12,1.80809E+15,10/29/2018 13:29,SD,SS-230,8/9/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
 Pass by Burger King (on the left in 1.8 mi)
6.5 mi

Continue onto US-50 W
21.8 mi

Turn right onto Alkali Basin Rd
6.0 mi
38.84484, -108.14199",15,in, UNKNOWN,70,"Cobbly, stony outwash alluvium derived from basalt",31,282,LV,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-108.14199,38.84484,6673,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"Scat - deer, rabbit
Some browsing could be wildlife or livestock, no other sign",,Unmaintained 2-track through plot,"Invasives: BRTE, ERTR13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SaratonAgua Fria commpex, 20 to 50 % slopes",,,,,,,,,,,,,,,,,,,,-108.14199,38.84484,9/1/2018,{FE348B7A-874B-4EF4-8F1A-7EB226CB878A},18080911375688202018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69332,1.8053E+15,1.80823E+15,10/16/2018 11:56,PJ,PJW-156,8/23/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
18.0 mi

Turn right onto County Rd 42z N
2.5 mi

Turn left onto Ragsdale Rd
1.3 mi

Turn right to stay on Ragsdale Rd
52 ft
Montrose County",16,in, UNKNOWN,12,Loam sandy residuum,33,169,LC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-108.31038,38.20472,6305.759766,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borolls-Boralfs-Rock outcrop complex,,,,,,,,,,,,,,,,,,,,-108.31038,38.20472,9/1/2018,{07193AE4-2CEA-4DF8-9920-D992FA4FECAF},18082312034137132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69333,1.8053E+15,1.80828E+15,11/5/2018 16:27,PJ,PJW-157,8/28/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
6.1 mi

Turn left onto CO-90 W
2.3 mi

Turn left toward Gg25 Rd
0.3 mi

Continue onto Gg25 Rd
2.0 mi
38.18673, -108.59132",14,in, UNKNOWN,76,Residuum weathered from interbedded sandstone/shal,8,237,LL,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-108.59132,38.18673,5885.810059,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinon-Bowdish-Rock outcrop complex,,,,,,,,,,,,,,,,,,,,-108.59132,38.18673,9/1/2018,{18A09D3A-25C5-4D13-930F-6C9F4FE01A31},18082810400251352018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69334,1.80606E+12,1.8083E+15,11/5/2018 17:11,PJ,SS-304,8/30/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi
Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi
Continue onto CO-145 N
32.5 mi
Continue onto CO-141 N
19.8 mi
Turn right onto Spring Creek Truck Trail
3.7 mi
Spring Creek Truck Trail
Naturita, CO 81422",14,in, UNKNOWN,76, Residuum weathered from interbedded sandstone/sha,6,78,VC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.69866,38.3811,5837,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"Rabbit scat, deer scat. Heavily grazed, cow patties.",,Road 0.15 miles to the west,"Campbell fire a couple years ago, road 0.15 miles west of plot center. Sages are dead, JUOS still look relatively healthy, ATCA healthy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinon-Bowdish-Rock outcrop complex,,,,,,,,,,,,,,,,,,,,-108.69866,38.3811,9/1/2018,{6EDD421C-BD09-4B43-8280-251847F556E9},18083010222579372018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69335,1.80905E+15,1.80905E+15,10/30/2018 13:36,PJ,Other-111,9/5/2018 0:00,CO,Delta,"Drive to Escalante put in on the Gunnison river
Put rafts in, float about 7 miles down. 
Take out at private land between river and plot - get landowner permision beforehand 
Hike about 1 mile up drainage - look for pictographs",10,in, UNKNOWN,75,unweathered bedrock,12,80,CC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.30585,38.77096,4928,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torriorthents-Rock outcrop, sandstone, complex",,,,,,,,,,,,,,,,,,,,-108.30585,38.77096,9/1/2018,{E20E4EA9-8168-447B-A7A8-B50B9A5B911B},18090513012746132018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69336,1.80912E+15,1.80912E+15,11/2/2018 11:54,PJ,AS-008,9/12/2018 0:00,CO,Delta,"Take US-50 W to 1565 Rd/H38 Rd in Delta
31 min (24.6 mi)
Follow Devils Thumb Rd to W Pipeline Rd
1 h 18 min (15.6 mi)
38.8708900, -108.1586300",22,in, UNKNOWN,70,"Cobbly, stony outwash alluvium derived from basalt",14,200,LC,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-108.15863,38.87089,8251.299805,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saraton-Agua Fria complex, 20 to 50 percent slopes",,,,,,,,,,,,,,,,,,,,-108.15863,38.87089,9/1/2018,{010EA5CA-CB17-4CC5-B7F5-4623781BDCFD},18091214574732752018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69337,1.80807E+15,1.80925E+15,11/5/2018 14:53,PJ,MC-057,9/11/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to 1565 Rd/H38 Rd in Delta
31 min (24.6 mi)
 
Follow Devils Thumb Rd to W Pipeline Rd
1 h 18 min (15.6 mi)
W Pipeline Rd
Eckert, CO 81418
Drive up UTV roads -use GPS to natigate to plot.
VERY ROCKY ROADS. DO NOT USE TRUCK. ONLY UTV. Strap down ALL gear.",21,in, UNKNOWN,70,Stony & cobbly outwash alluvium derived from basal,20,174,LC,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-108.17428,38.87,8106.939941,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saraton-Agua Fria complex, 20 to 50 % slopes",,,,,,,,,,,,,,,,,,,,-108.17428,38.87,9/1/2018,{82A2C407-826A-4E8D-BEBE-F55500EBB522},18092514421034622018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69338,1.80807E+15,1.80926E+15,11/5/2018 14:37,MMS,MC-044,9/26/2018 0:00,CO,Delta,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-50 W to D Rd in Delta County
22 min (19.0 mi)
 
Take 1900 Rd, F Rd, 2000 Rd and 2050 Rd to CO-92 E
11 min (7.2 mi)
 
Turn right onto CO-92 E
19 min (16.3 mi)
 
Continue on Back River Rd to your destination
21 min (10.4 mi)
38.8172060, -107.5476250",19,in, UNKNOWN,,,38,270,VC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-107.54768,38.81722,7597,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-107.54768,38.81722,9/1/2018,{0E6BCC70-792A-4DD1-9F77-0B8D0D90332B},18092613204337572018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69339,1.80604E+15,1.80611E+15,11/5/2018 17:54,SD,SD-326,6/11/2018 0:00,CO,Montrose,"Start: Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take CO-145 N and CO-141 N to P12 Rd
2 h 11 min (110 mi)
 
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
29.5 mi
 
Drive to P12 Rd
14 min (3.5 mi)
 
Turn right onto P12 Rd
0.8 mi

P12 Rd turns slightly left and becomes O14 Rd
0.8 mi

Continue onto P12 Rd
1.6 mi

Turn right to stay on P12 Rd
0.4 mi

End: P12 Rd
Gateway, CO 81522",13,in,R036XY325CO,17,Alluvium derived from sandstone,8,210,CL,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.81012,38.46436,5174,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"No wildlife obs to note; Cow droppings throughout plot. PLJA grazed, almost no seed heads present, some PLJA roots pulled out",None of note,Power lines just east of plot. P12 road 1/4 mile east of plot,Cicadas prevalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Progresso complex, 3 to 12 percent slopes",,,,,,,,,,,,,,,,,,,,-108.81012,38.46436,9/1/2018,{EDFF6D77-A5F1-4329-B50B-ACF00BBEF212},18061113070365872018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69340,1.80606E+12,1.80611E+15,10/18/2018 10:12,MMS,SS-224,6/12/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-550 S, CO-62 W/State Hwy 62 and CO-145 N to Dd19 Rd/Monogram Truck Route
1 h 50 min (95.0 mi)
 
Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
6.1 mi

Turn left onto CO-90 W
8.5 mi
 
Follow Monogram Truck Route to Ee16 Rd
14 min (6.0 mi)
 
Turn left onto Dd19 Rd/Monogram Truck Route
2.4 mi

Continue onto Dd19 Rd/Monogram Truck Route
0.7 mi

Dd19 Rd/Monogram Truck Route turns slightly right and becomes Dd19 Rd/Monogram Truck Route
0.5 mi

Slight right onto Ee16 Rd/Monogram Truck Route
0.2 mi

Slight left onto Ee16 Rd
1.3 mi

Slight right to stay on Ee16 Rd
 Destination will be on the right
1.0 mi
Ee16 Rd
Bedrock, CO 81411",16,in,R036XY284CO,60,Eolian deposits,2,317,LL,Flat Plain,,Allotment,Decimal Degrees,NAD 83,,-108.79117,38.2164,6873,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Rabbit scat present. Cow scat and tracks present. BOGR seedheads grazed.,Seeded in the past at some point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monogram loam, 1 to 8 percent slopes",,,,,,,,,,,,,,,,,,,,-108.79117,38.2164,9/1/2018,{B46C4E8D-0338-4F42-8D2D-10B4F73410EC},18061120211632222018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69341,1.80604E+15,1.80611E+15,11/2/2018 11:52,PJ,SD-330,6/12/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401
 
Take US-550 S, CO-62 W/State Hwy 62 and CO-145 N to Ee22 Rd/Long Park Rd
1 h 48 min (91.5 mi)
 
Continue on Ee22 Rd/Long Park Rd. Take Bb19 Rd to Aa18 Rd
26 min (7.4 mi)
Aa18 Rd
Naturita, CO 81422",15,in, UNKNOWN,76,Residuum weathered from sandstone and shale,33,95,LC,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.70637,38.29163,6299,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Kill site/bone remains present,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinon-Bowdish-Rock outcrop complex,",,,,,,,,,,,,,,,,,,,,-108.70637,38.29163,9/1/2018,{0CF1800C-35E6-4BF1-B869-542CDDF87606},18061120272272122018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69342,1.80606E+12,1.80613E+15,10/18/2018 16:14,SS,SS-232,6/13/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
24.5 mi

Turn right onto CO-62 W/State Hwy 62/Sherman St
 Continue to follow CO-62 W/State Hwy 62
23.3 mi

Continue onto CO-145 N
32.5 mi

Continue onto CO-141 N
0.6 mi

Turn right onto CO-90
0.4 mi

Turn right onto Mailbox Park Rd
3.5 mi
Mailbox Park Rd
Nucla, CO 81424",14,in,R036XY326CO,15,Alluvium derived from sandstone,11,230,LL,Flat Plain,,Allotment,Decimal Degrees,NAD 83,,-108.46355,38.23894,7432,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Rabbit and deer scat present; ERNA appears browsed,PJ treatment and seeding,Transmission line and road 5 meters from end of T2 and T3,Abundant cicadas and BRTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx fine sandy loam, 3-6%",,,,,,,,,,,,,,,,,,,,-108.46355,38.23894,9/1/2018,{533C151F-2B38-4297-9084-EE81B2242556},18061309363388792018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69343,1.8053E+15,1.80613E+15,10/16/2018 11:43,PJ,PJW-132,6/13/2018 0:00,CO,Montrose,"Follow S Rio Grande Ave to CO-90 W
11 min (5.3 mi)
 
Head north on S Townsend Ave toward E Oak Grove Rd
249 ft

Turn left at the 1st cross street onto E Oak Grove Rd
0.3 mi

E Oak Grove Rd turns slightly right and becomes S Rio Grande Ave
1.3 mi

Turn left onto CO-90 W/W Main St
 Continue to follow CO-90 W
1.8 mi

Turn left to stay on CO-90 W
1.0 mi

Turn right to stay on CO-90 W
0.9 mi
 
Take 90 Rd to CO-90
1 h 23 min (37.6 mi)
 
Turn left to stay on CO-90 W
2.1 mi

Turn left to stay on CO-90 W
2.2 mi

Continue onto 90 Rd
15.6 mi

Turn left to stay on 90 Rd
14.5 mi

Continue onto CO-90
3.2 mi
CO-90",15,in,R036XY284CO,48,Residuum weathered from interbedded sandstone & sh,41,64,LC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-108.38282,38.26392,6469.799805,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Signs of grazing visible,,"Powerline maintenenace roads in surrounding area. T1 runs perpendicular to a powerline, less than 1 mile away","Evidence of past fire activity visible, including fallen and scorched trees, as well as, woody debris littering the plot and surrounding area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gurley-Skein loams,,,,,,,,,,,,,,,,,,,,-108.38282,38.26392,9/1/2018,{BC778864-0406-440A-A2ED-0FBA8D52E311},18061315553173042018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69344,1.80606E+12,1.80626E+14,11/5/2018 18:09,SS,SS-229,6/26/2018 0:00,CO,Montrose,"Head north on S Townsend Ave toward Woodgate Rd
0.1 mi

Turn left onto E Oak Grove Rd
0.3 mi

E Oak Grove Rd turns slightly right and becomes S Rio Grande Ave
1.3 mi

Turn left onto CO-90 W/W Main St
 Continue to follow CO-90 W
1.8 mi

Turn left to stay on CO-90 W
1.0 mi

Turn right to stay on CO-90 W
0.9 mi
 
Continue on CO-90 W. Drive to Old Lindsey Canyon Trail
11 min (4.9 mi)
 
Turn left to stay on CO-90 W
2.1 mi

Turn left to stay on CO-90 W
1.4 mi

Turn left onto Old Lindsey Canyon Trail
1.4 mi
38.41965, -107.97606",13,in,R036XY325CO,B31,Slope alluvium derived from sandstone,13,210,CL,Terrace**,Riser,Allotment,Decimal Degrees,NAD 83,,-107.97606,38.41965,6401,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"dead, partially decayed deer; tracks and scat present. Two small rodent burrows present. 3-5"" burrow/den under a rock. Sheep scat present; evidence of grazing and tracks within plot",,Unmaintained road running through T3,"Trash; including shotgun shells, bottles, and cans; scattered throughout plot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barx-Lazear, very flaggy-Rock outcrop complex",,,,,,,,,,,,,,,,,,,,-107.97606,38.41965,9/1/2018,{00242386-8AB4-4FB1-A32C-A857F07037CC},1806260806284632018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69345,1.80606E+12,1.80627E+15,11/5/2018 18:16,MMS,SS-233,6/27/2018 0:00,CO,Ouray,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head south on US-550 S/S Townsend Ave toward Anderson Rd
 Continue to follow US-550 S
 Pass by Chili's Grill & Bar (on the right in 0.5 mi)
13.3 mi

Turn left onto Co Rd 2
1.9 mi

Turn right onto Co Rd 4B
1.5 mi

Turn left to stay on Co Rd 4B
0.5 mi
38.27685604932676, -107.712179732",19,in,R036XY287CO,842,"Slope alluvium over residuum weathered igneous, me",47,315,VV,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,NAD 83,,-107.71223,38.27689,7392,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Elk and deer scat present; game trails present throughtout the plot and surrounding area. Cattle presence visible,Signs of grazing,"A private road and property line are present downslope of the plot, opposite the gully.","A gully is present downslope from the plot, about .2-.3 miles away",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parkelei-Signalhill, very stony complex",,,,,,,,,,,,,,,,,,,,-107.71223,38.27689,9/1/2018,{9B5D4C28-AFA2-4EC3-9031-321B9D3388E9},18062708513744492018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
69346,1.80606E+12,1.80628E+15,10/18/2018 10:40,PJ,SS-225,6/28/2018 0:00,CO,Montrose,"Montrose Blm
2465 S Townsend Ave, Montrose, CO 81401

Head north on S Townsend Ave toward Woodgate Rd
 Pass by Burger King (on the left in 1.8 mi)
10 min (6.5 mi)
 
Follow W Jay Jay Rd and Jig Rd to 5850 Rd
6 min (3.6 mi)
 
Turn left onto W Jay Jay Rd
1.7 mi

Turn left onto Jig Rd
1.4 mi

Slight left to stay on Jig Rd
0.4 mi

Turn left to stay on Jig Rd
0.1 mi

Turn left at the 1st cross street onto 5850 Rd
58 s (0.5 mi)
 
Take Rim Rd to Dry Creek Rd
16 min (4.6 mi)
 
Turn right onto Kiowa Rd
0.8 mi

Turn left onto Shavano Valley Rd
0.2 mi

Turn right onto Rim Rd
3.1 mi

Turn right onto Dry Creek Rd
200 ft

Continue straight to stay on Dry Creek Rd
0.4 mi
Dry Creek Rd
Montrose, CO 81403",12,in,R036XY113CO,30,Colluvium over residuum weathered from sandstone/s,5,50,LL,Terrace**,Tread,Allotment,Decimal Degrees,NAD 83,,-108.04869,38.4851,6421,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,Deer scat and prints present. Small lizards present. Very minimal evidence of grazing.,Domestic sheep in spring- light; signs of recreation present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barboncito-Rock outcrop complex,,,,,,,,,,,,,,,,,,,,-108.04869,38.4851,9/1/2018,{5D8A084A-CAA0-4353-BC42-E1A2B8EE3DA5},18062807330619972018-09-01,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,CO,CO,Colorado Uncompahgre FO 2018,,,,
