OBJECTID,ProjectName,EcologicalSiteId,PlotID,PlotKey,Latitude_NAD83,Longitude_NAD83,DateEstablished,DateVisited,BareSoilCover,TotalFoliarCover,GapCover_25_50,GapCover_51_100,GapCover_101_200,GapCover_200_plus,GapCover_25_plus,AH_SagebrushCover,Hgt_Woody_Avg,Hgt_Herbaceous_Avg,Hgt_NonSagebrushShrub_Avg,SoilStability_All,SoilStability_Protected,SoilStability_Unprotected,AH_NoxPerenForbCover,AH_NoxAnnForbCover,AH_NoxPerenGrassCover,AH_NoxAnnGrassCover,AH_NoxAnnForbGrassCover,AH_NoxPerenForbGrassCover,AH_NoxSucculentCover,AH_NoxShrubCover,AH_NoxSubShrubCover,AH_NoxTreeCover,NumSpp_NoxPlant,AH_NonNoxPerenForbCover,AH_NonNoxAnnForbCover,AH_NonNoxPerenGrassCover,AH_NonNoxAnnGrassCover,AH_NonNoxAnnForbGrassCover,AH_NonNoxPerenForbGrassCover,AH_NonNoxSucculentCover,AH_NonNoxShrubCover,AH_NonNoxSubShrubCover,AH_NonNoxTreeCover,Hgt_NonNoxPerenGrass_Avg,Hgt_NoxPerenGrass_Avg,DateLoadedInDb,PrimaryKey,NumSpp_NonNoxPlant,Hgt_PerenGrass_Avg,FH_NoxPerenGrassCover,FH_NoxShrubCover,FH_TotalLitterCover,FH_NoxSubShrubCover,FH_NoxSucculentCover,FH_NoxTreeCover,FH_VagrLichenCover,FH_EmbLitterCover,FH_RockCover,FH_WoodyLitterCover,FH_NonNoxAnnGrassCover,FH_NonNoxTreeCover,FH_CyanobacteriaCover,FH_NonNoxSubShrubCover,FH_WaterCover,FH_HerbLitterCover,FH_NonNoxPerenForbCover,FH_DepSoilCover,FH_NonNoxPerenGrassCover,FH_NoxAnnForbCover,FH_NonNoxAnnForbCover,FH_LichenCover,FH_NonNoxShrubCover,FH_SagebrushCover,FH_NoxPerenForbCover,FH_NoxAnnGrassCover,FH_NonNoxSucculentCover,RH_Rills,RH_WaterFlowPatterns,RH_BareGround,RH_Gullies,RH_WindScouredAreas,RH_LitterMovement,RH_SoilSurfResisErosion,RH_SoilSurfLossDeg,RH_Compaction,RH_FuncSructGroup,RH_DeadDyingPlantParts,RH_LitterAmount,RH_AnnualProd,RH_InvasivePlants,RH_ReprodCapabilityPeren,RH_CommentsSS,RH_CommentsHF,RH_CommentsBI,AH_NonNoxCover,EcolSiteName,County,State,AH_SagebrushCover_Live,Hgt_Sagebrush_Live_Avg,Hgt_Sagebrush_Avg,SagebrushShape_Live_ColumnCount,SagebrushShape_Live_SpreadCount,SagebrushShape_All_ColumnCount,SagebrushShape_All_SpreadCount,SagebrushShape_Live_Predominant,SagebrushShape_All_Predominant,AH_PerenGrassCover,AH_PerenForbCover,AH_PerenForbGrassCover,Hgt_PerenForbGrass_Avg,Hgt_PerenForb_Avg,AH_ShrubCover,AH_NonSagebrushShrubCover,Spp_PreferredForb,AH_PreferredForbCover,NumSpp_PreferredForb,AH_AnnGrassCover,AH_GrassCover,AH_ForbCover,AH_TallPerenGrassCover,AH_ShortPerenGrassCover,Spp_TallPerenGrass,Spp_ShortPerenGrass,Hgt_TallPerenGrass_Avg,Hgt_ShortPerenGrass_Avg,Hgt_Grass_Avg,Hgt_Forb_Avg,Spp_Sagebrush,AH_NoxCover,Spp_Nox,FH_MossCover,FH_DuffCover,DBKey,RH_PedestalsTerracettes,RH_PlantCommunityComp,RH_BioticIntegrity,GlobalID,RH_HydrologicFunction,RH_SoilSiteStability,created_user,created_date,last_edited_user,last_edited_date,AH_WoodyLitterCover,AH_HerbLitterCover,AH_TotalLitterCover,Purpose,PurposeFlag,Design,DesignFlag,Hgt_Shrub_Avg,SpeciesState
42530,Colorado Uncompahgre FO 2018,,SS-227,1.81E+15,38.686737,-108.2573013,6/25/2018 0:00,6/25/2018 0:00,16.66666667,27.33333333,5.64,16.81333333,29.24,22.01333333,73.70666667,0.66666667,63,10.10526316,22.66666667,1.38888889,2,1.08333333,0,0,0,0.66666667,0.66666667,0,0,0,0,0,1,0,0.66666667,10,0,0.66666667,10,0.66666667,4,4.66666667,10.66666667,11.64285714,,9/1/2018,18070312115068222018-09-01,24,11.64285714,0,0,22.66666667,0,0,0,0,0,31.33333333,3.33333333,0,10.66666667,1.33333333,4.66666667,0,19.33333333,0,0,8,0,0,0,3.33333333,0.66666667,0,0,0.66666667,,,,,,,,,,,,,,,,,,,27.33333333,,Delta,CO,0.66666667,,,,,,,,,10,0,10,10.44444444,6.25,4,8,OPPO; SPCO; PHCRC,0,3,0.66666667,10.66666667,0.66666667,9.33333333,0.66666667,ELEL5; PLJA; ACHY,BOGR2; ARPU9,11.92307692,8,11.64285714,5.8,ARNO4; ARTRW8; ARBI3,0.66666667,BRTE,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{AB92FE8C-D247-40A4-B618-82E3905958E0},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,10,39.33333333,43.33333333,,,,,23.66666667,CO
42531,Colorado Uncompahgre FO 2018,R048AY228CO,PP-171,1.81E+15,38.37545,-109.037536,7/30/2018 0:00,7/30/2018 0:00,20,50,7.65333333,19.22666667,16.53333333,14,57.41333333,5.33333333,106.2222222,31.53846154,112.5,2.33333333,2.1,2.625,0,0,0,0,0,0,0,0,0,0,0,3.33333333,0,34,0,0,36.66666667,0,16.66666667,0,10,32.58333333,,9/1/2018,18073013463130432018-09-01,13,32.58333333,0,0,25.33333333,0,0,0,0,0,4.66666667,9.33333333,0,8.66666667,0,0,0,16,2,0,25.33333333,0,0,0,14,4.66666667,0,0,0,,,,,,,,,,,,,,,,,,,50,,Montrose,CO,4,53.5,56,,,,,,,34,3.33333333,36.66666667,31.53846154,19,16.66666667,12,PEPU7,3.33333333,1,0,34,3.33333333,30.66666667,3.33333333,AGCR; ELEL5,POSE,33.52173913,11,32.58333333,19,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{5E614519-E256-4B67-A8A6-6602303CE19A},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,21.33333333,62,66.66666667,,,,,78.6,CO
42532,Colorado Uncompahgre FO 2018,F048AY918CO,MC-056,1.81E+14,38.31559,-107.63129,8/7/2018 0:00,8/7/2018 0:00,0,91.33333333,2.26666667,2.24,1.54666667,0,6.05333333,0,53.55,12.875,28.88235294,6,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,80.66666667,0,45.33333333,,,9/1/2018,1808071324547432018-09-01,17,,0,0,8,0,0,0,0.66666667,0,0,4.66666667,0,45.33333333,0,0,0,3.33333333,1.33333333,0,0,0,0,0,44.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,91.33333333,,Montrose,CO,0,,,,,,,,,0,4,4,12.875,12.875,80.66666667,80.66666667,ARCO9; SEBI2; TOGL4,2.66666667,3,0,0,4,0,0,,,,,,12.875,,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{E7EDDAE0-15E1-456C-87D4-DAC406882286},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,41.33333333,91.33333333,99.33333333,,,,,28.88235294,CO
42533,Colorado Uncompahgre FO 2018, UNKNOWN,SS-230,1.81E+15,38.84484,-108.14199,8/9/2018 0:00,8/9/2018 0:00,12,50,13.68,16.29333333,11.72,10.36,52.05333333,0,11.8,23.24137931,12,2.61111111,2.42857143,2.72727273,0,0,0,0,0,0,0,0,0,0,1,1.33333333,0.66666667,46,0,0.66666667,47.33333333,2,2,0.66666667,0,24,,9/1/2018,18080911375688202018-09-01,27,24,0,0,11.33333333,0,0,0,0,0,26.66666667,1.33333333,0,0,0,0,0,10,1.33333333,0,45.33333333,0,0.66666667,0,2,0,0,0,0.66666667,,,,,,,,,,,,,,,,,,,50,,Delta,CO,0,,,,,,,,,46,1.33333333,47.33333333,24,,2,2,SPCO; OPPOP; OPPH; ALPA14; MATA2; PEST2; PHHO; ERRA3,3.33333333,8,0,46,2,44,2,PLJA; ACLE9; SPCR; ACHY,POSE,24.48148148,11,23.24137931,,,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{0BA0D1CA-BB95-4C15-84D9-E6F5FEAC6C8E},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,2,34,34.66666667,,,,,18.5,CO
42534,Colorado Uncompahgre FO 2018, UNKNOWN,PJ-156,1.81E+15,38.20472,-108.31038,8/23/2018 0:00,8/23/2018 0:00,6,48.66666667,0.37333333,2.01333333,7.88,45.10666667,55.37333333,0,295.8333333,19,42,4.6,5.5,3.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0,0.66666667,0,0.66666667,0,47.33333333,,,9/1/2018,18082312034137132018-09-01,20,,0,0,18,0,0,0,0,0,27.33333333,4.66666667,0,47.33333333,0,0,0,13.33333333,0,0,0.66666667,0,0,0,0.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,48.66666667,,Montrose,CO,0,,,,,,,,,0.66666667,0,0.66666667,,,0.66666667,0.66666667,PEPU7; HEVI4; OPPH; PEBR9; STAR10; TEAC,0,6,0,0.66666667,0,0,0.66666667,ACHY; PLJA; POFE,POSE; BOGR2; ARPU9,,,,19,,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{28D2CEFE-E147-427A-AECC-B71E17C494D8},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,13.33333333,57.33333333,59.33333333,,,,,42,CO
42535,Colorado Uncompahgre FO 2018, UNKNOWN,PJ-157,1.81E+15,38.18673,-108.59132,8/28/2018 0:00,8/28/2018 0:00,17.33333333,34,1.52,4.61333333,5.29333333,61.92,73.34666667,4.66666667,113.85,12,22.2,5.11111111,5.42857143,4.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33333333,5.33333333,22,,,9/1/2018,18082810400251352018-09-01,11,,0,0,20.66666667,0,0,0,0,0,14.66666667,5.33333333,0,22,12,4.66666667,0,15.33333333,0,0,0,0,0,1.33333333,7.33333333,4,0,0,0,,,,,,,,,,,,,,,,,,,34,,Montrose,CO,2.66666667,88.66666667,88.66666667,,,,,,,0,0,0,12,12,9.33333333,10,STAR10; OPPOP; HYFI; HEVI4,0,4,0,0,0,0,0,,,,,,12,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{1E84C53B-B14B-44F3-BD5E-3FB2E3B923B1},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,16.66666667,48,50,,,,,88.66666667,CO
42536,Colorado Uncompahgre FO 2018, UNKNOWN,SS-304,1.81E+15,38.3811,-108.69866,8/30/2018 0:00,8/30/2018 0:00,16.66666667,38.66666667,7.18666667,12.08,21.89333333,14.14666667,55.30666667,0,115.9285714,12.11111111,23.66666667,2.77777778,3.33333333,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,16.66666667,0,0,16.66666667,0.66666667,0,6.66666667,17.33333333,12.11111111,,9/1/2018,18083010222579372018-09-01,12,12.11111111,0,0,27.33333333,0,0,0,0,0,4.66666667,4,0,17.33333333,12.66666667,6.66666667,0,23.33333333,0,0,14,0,0,0,0,0,0,0,0.66666667,,,,,,,,,,,,,,,,,,,38.66666667,,Montrose,CO,0,,,,,,,,,16.66666667,0,16.66666667,12.11111111,,0,6.66666667,OPPO; HEVI4,0.66666667,2,0,16.66666667,0,9.33333333,7.33333333,ACHY; PLJA,BOGR2; POSE,14.26666667,9.41666667,12.11111111,,ARTRW8,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{3B5CB947-70A9-41D8-91ED-BBE4DAFB2B13},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,8,58,60.66666667,,,,,,CO
42537,Colorado Uncompahgre FO 2018, UNKNOWN,OT-111,1.81E+15,38.77096,-108.30585,9/5/2018 0:00,9/5/2018 0:00,37.33333333,11.33333333,2.16,2.85333333,5.38666667,79.06666667,89.46666667,0,99.75,10.66666667,18,3,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,0,1.33333333,0,0.66666667,2,7.33333333,12.5,,9/1/2018,18090513012746132018-09-01,25,12.5,0,0,6,0,0,0,0,0,33.33333333,0.66666667,0,7.33333333,12,2,0,5.33333333,0,0,1.33333333,0,0,0,0.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,11.33333333,,Delta,CO,0,,,,,,,,,1.33333333,0,1.33333333,10.66666667,7,0.66666667,2.66666667,HYFI; SPCO; OPPH; OPPO; IPCO5,0,5,0,1.33333333,0,1.33333333,0,ACHY; PLJA,BOGR2; ARPU9,12.5,,12.5,7,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{A75F2531-C9BD-4A5A-A7E9-0FC41C8143D5},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,2.66666667,10,10.66666667,,,,,11,CO
42538,Colorado Uncompahgre FO 2018, UNKNOWN,AS-008,1.81E+15,38.87089,-108.15863,9/12/2018 0:00,9/12/2018 0:00,10,60.66666667,4.30666667,8.73333333,15.89333333,14.28,43.21333333,0,407.3,11.41666667,97,4.77777778,5,4,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,6,0,0,7.33333333,0,8,0,52.66666667,10.9,,9/1/2018,18091214574732752018-09-01,26,10.9,0,0,16.66666667,0,0,0,0,0,12.66666667,5.33333333,0,52.66666667,0,0,0,11.33333333,1.33333333,0,3.33333333,0,0,0,3.33333333,0,0,0,0,,,,,,,,,,,,,,,,,,,60.66666667,,Delta,CO,0,,,,,,,,,6,1.33333333,7.33333333,11.41666667,14,8,8,PEPU7; ANPA4; TAOF; PAMU11; HYFI; CHAL7; TEIV; ERCA14; CACH7; BOST4; ANSE4,1.33333333,11,0,6,1.33333333,6,0,POFE; ACLE9,BOGR2,10.9,,10.9,14,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{560E10D1-2A54-4FA1-8EF2-36E7B3AA0029},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,16.66666667,62.66666667,64.66666667,,,,,97,CO
42539,Colorado Uncompahgre FO 2018, UNKNOWN,MC-057,1.81E+15,38.87,-108.17428,9/11/2018 0:00,9/11/2018 0:00,9.33333333,61.33333333,3.82666667,4.64,5.12,26.14666667,39.73333333,6.66666667,341.9130435,21.8,8,3.61111111,4.45454545,2.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0,0,0.66666667,0,6.66666667,0,57.33333333,15.33333333,,9/1/2018,18092514421034622018-09-01,19,15.33333333,0,0,22.66666667,0,0,0,0,0,6.66666667,2.66666667,0,57.33333333,0,0,0,20,0,0,0,0,0,0,4,4,0,0,0,,,,,,,,,,,,,,,,,,,61.33333333,,Delta,CO,4.66666667,92,50.5,,,,,,,0.66666667,0,0.66666667,13.75,9,6.66666667,0,PEPU7; MATA2; OPFR; STAR10; ASMO7; ERRO2,0,6,0,0.66666667,0,0,0.66666667,ACHY; POFE,POSE,,15.33333333,15.33333333,31.5,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{0ABA9272-DAAC-4476-958C-7F0E4497AC32},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,26,52.66666667,64,,,,,36.33333333,CO
42540,Colorado Uncompahgre FO 2018, UNKNOWN,MC-044,1.81E+15,38.81722,-107.54768,9/26/2018 0:00,9/26/2018 0:00,0,95.33333333,0.94666667,0,3.13333333,0,4.08,0.66666667,194.0689655,28.55172414,194.0689655,6,6,,0,0,0,0,0,0,0,0,0,0,1,3.33333333,0,22.66666667,0,0,26,0,84,0,0,31.45454545,,9/1/2018,18092613204337572018-09-01,30,31.45454545,0,0,4.66666667,0,0,0,0,0,0,1.33333333,0,0,0,0,0,3.33333333,0.66666667,0,8.66666667,0,0,0,84,0,0,0,0,,,,,,,,,,,,,,,,,,,95.33333333,,Delta,CO,0.66666667,,,,,,,,,22.66666667,3.33333333,26,29.73684211,27.375,84,84,SONE; LALA3; ANPA4; ACMI2; ERCO4; HEPA11; ERDI4; OPFR; ARHI; ARLU; ALTE,3.33333333,11,0,22.66666667,3.33333333,22.66666667,0,POPR; THIN6; ELEL5; PSSP6,,31.45454545,,31.45454545,27.375,ARTRW8,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{F5BD7548-C717-424E-B0D8-0DB03E86DBAB},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,27.33333333,99.33333333,100,,,,,194.0689655,CO
42541,Colorado Uncompahgre FO 2018,R036XY325CO,SD-326,1.81E+15,38.46436,-108.81012,6/11/2018 0:00,6/11/2018 0:00,32.66666667,36,20.69333333,14.25333333,10,15.10666667,60.05333333,0,24.54545455,13.2173913,25.6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.66666667,0,0,16.66666667,2,7.33333333,12,0,13.2173913,,9/1/2018,18061113070365872018-09-01,10,13.2173913,0,0,23.33333333,0,0,0,0,0,8,0.66666667,0,0,0,12,0,22.66666667,0,0,14.66666667,0,0,0,7.33333333,0,0,0,2,,,,,,,,,,,,,,,,,,,36,,Montrose,CO,0,,,,,,,,,16.66666667,0,16.66666667,13.2173913,,7.33333333,19.33333333,OPPO; HYFI,2,2,0,16.66666667,0,16,0.66666667,PLJA; SPCR,BOGR2,13.2173913,,13.2173913,,,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{A7419AC5-6609-4FAB-B2D7-1D4F0B901468},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,3.33333333,40,41.33333333,,,,,29,CO
42542,Colorado Uncompahgre FO 2018,R036XY284CO,SS-224,1.81E+15,38.2164,-108.79117,6/12/2018 0:00,6/12/2018 0:00,44,26,7.77333333,9.16,18.33333333,39.17333333,74.44,15.33333333,63.17647059,17.84210526,14.5,2.77777778,3.57142857,2.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0.66666667,15.33333333,0.66666667,5.33333333,17.84210526,,9/1/2018,18061120211632222018-09-01,14,17.84210526,0,0,28,0,0,0,0,0,2,8,0,5.33333333,0,0.66666667,0,20,0,0,5.33333333,0,0,0,14,14,0,0,0.66666667,,,,,,,,,,,,,,,,,,,26,,Montrose,CO,14,38.72727273,37.53846154,,,,,,,12,0,12,17.84210526,,15.33333333,0.66666667,OPPO; SPCO; TEIV,0.66666667,3,0,12,0,10,1.33333333,AGCR; HECO26; ELEL5,BOGR2,20.3125,6,17.84210526,,ARTRW8,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{7867E2A2-57C5-4157-9DF8-389746E35AFC},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,8.66666667,47.33333333,49.33333333,,,,,37.53846154,CO
42543,Colorado Uncompahgre FO 2018, UNKNOWN,SD-330,1.81E+15,38.29163,-108.70637,6/12/2018 0:00,6/12/2018 0:00,0.66666667,8,1.70666667,1.57333333,11.52,77.26666667,92.06666667,0,457,25.25,,5.66666667,6,5,0,0,0,0,0,0,0,0,0,0,2,0.66666667,0,3.33333333,0,0,4,0,0,0,3.33333333,40,,9/1/2018,18061120272272122018-09-01,32,40,0,0,8,0,0,0,0,0,82.66666667,0.66666667,0,3.33333333,0,0,0,7.33333333,0.66666667,0,3.33333333,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,8,,Montrose,CO,0,,,,,,,,,3.33333333,0.66666667,4,31,13,0,0,HEVI4; OPPO; PLPA2; PEPU7; COPA3; ERAL4; STAR10; PEEA; ASASC; TEIV; SIAN2,0.66666667,11,0,3.33333333,0.66666667,0,0,ELEL5; POFE,ARPU9,,,40,13,,0,BRTE; TARA,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{F8658044-9011-41AD-907C-39FA49D3274F},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,1.33333333,12.66666667,13.33333333,,,,,,CO
42544,Colorado Uncompahgre FO 2018,R036XY326CO,SS-232,1.81E+15,38.23894,-108.46355,6/13/2018 0:00,6/13/2018 0:00,19.33333333,38,10.81333333,15.73333333,24.76,8.29333333,59.6,13.33333333,75.66666667,21.83333333,21.57142857,2.72222222,2.91666667,2.33333333,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,8,0,13.33333333,6.66666667,14,23.86666667,,9/1/2018,18061309363388792018-09-01,20,23.86666667,0,0,38.66666667,0,0,0,0,0,2.66666667,16.66666667,0,14,0.66666667,5.33333333,0,22,0,0,6,0,0,0.66666667,12.66666667,12.66666667,0,0,0,,,,,,,,,,,,,,,,,,,38,,Montrose,CO,11.33333333,39.14285714,40.375,,,,,,,8,0,8,23.0625,11,13.33333333,6.66666667,OPPO; EREN; SPCO; OPFR; CRCRE; IPCOC3,0,6,0,8,0,8,0,PASM; SPCR; ACHY; PLJA; AGCR; ELEL5,BOGR2,23.86666667,,22.47058824,11,ARTRW8,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{39F8B705-8F22-4416-89E6-652345C8CBC8},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,21.33333333,62,70,,,,,40.375,CO
42545,Colorado Uncompahgre FO 2018,R036XY284CO,PJ-132,1.81E+15,38.26392,-108.38282,6/13/2018 0:00,6/13/2018 0:00,6,44.66666667,0.41333333,4.90666667,21.13333333,32.36,58.81333333,0,276.1428571,7.75,168.2,2.61111111,3,2,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,0,0,0,1.33333333,0,18,0,26.66666667,6,,9/1/2018,18061315553173042018-09-01,25,6,0,0,36,0,0,0,0,0,13.33333333,12.66666667,0,26.66666667,0,0,0,23.33333333,1.33333333,0,0,0,0,0,16.66666667,0,0,0,0,,,,,,,,,,,,,,,,,,,44.66666667,,Montrose,CO,0,,,,,,,,,0,1.33333333,1.33333333,8.5,9,18,18,PEPU7; BOFE; OPPO; OPFR; HYFI; TEAC; ERRA3; TOEX2; IPCO5,1.33333333,9,0,0,1.33333333,0,0,ELEL5; POFE; ACHY,POSE,6,,6,9,,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{7C1C13BE-A117-4333-8F5A-F0C5208F875D},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,18,72,77.33333333,,,,,168.2,CO
42546,Colorado Uncompahgre FO 2018,R036XY325CO,SS-229,1.81E+14,38.41965,-107.97606,6/26/2018 0:00,6/26/2018 0:00,30,35.33333333,12.02666667,15.37333333,24.17333333,14.21333333,65.78666667,18,51.48148148,14.33333333,12.625,2.83333333,2.86666667,2.66666667,0,0,0,0,0,0,0,0,0,0,1,0.66666667,0,3.33333333,0,0,4,0,18,6,10,17.66666667,,9/1/2018,1806260806284632018-09-01,10,17.66666667,0,0,21.33333333,0,0,0,0.66666667,1.33333333,12,8,0,10,0.66666667,6,0,12,0.66666667,0,1.33333333,0,0,0,17.33333333,17.33333333,0,0,0,,,,,,,,,,,,,,,,,,,35.33333333,,Montrose,CO,14,34.33333333,35.8,,,,,,,3.33333333,0.66666667,4,14.33333333,7.66666667,18,6,OPPO,0,1,0,3.33333333,0.66666667,3.33333333,0,AGCR; ELEL5; PLJA,,17.66666667,,17.66666667,7.66666667,ARTRT,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{E54F1C74-930D-47C9-9999-61FBE973D199},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,12,40.66666667,47.33333333,,,,,35.8,CO
42547,Colorado Uncompahgre FO 2018,R036XY287CO,SS-233,1.81E+15,38.27689,-107.71223,6/27/2018 0:00,6/27/2018 0:00,6,62,10.2,7.8,9.8,3.24,31.04,5.33333333,76.32,26.10344828,59.9047619,3,3,3,0,0,0,0,0,0,0,0,0,0,1,6.66666667,0.66666667,33.33333333,0,0.66666667,39.33333333,0,34,0,9.33333333,25.35,,9/1/2018,18062708513744492018-09-01,34,25.35,0,0,21.33333333,0,0,0,0,0,10.66666667,2.66666667,0,9.33333333,0,0,0,18.66666667,3.33333333,0,16,0,0,0,33.33333333,4.66666667,0,0,0,,,,,,,,,,,,,,,,,,,62,,Ouray,CO,2.66666667,50,50,,,,,,,33.33333333,6.66666667,39.33333333,26.10344828,27.77777778,34,30,GRSQ; PHLO2; ACMI2; TRGY; SPCO; CRAC2; ANPA4; PEPU7; OPPO; LALA6; HEMU3; ERRA3; PESI,2.66666667,13,0,33.33333333,7.33333333,33.33333333,0,ELEL5; PASM; POFE; PSSP6; ACLE9; BRIN2,,25.35,,25.35,27.77777778,ARTRW8; ARTRV; ARTRT,0,BRTE,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{74D1F6B4-F4BB-461C-8507-F99472307F73},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,5.33333333,67.33333333,68.66666667,,,,,58.66666667,CO
42548,Colorado Uncompahgre FO 2018,R036XY113CO,SS-225,1.81E+15,38.4851,-108.04869,6/28/2018 0:00,6/28/2018 0:00,8.66666667,24,3.29333333,7.48,9.05333333,50.4,70.22666667,0,105.875,6,36,4.11111111,5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333,9.33333333,0,15.33333333,,,9/1/2018,18062807330619972018-09-01,17,,0,0,14,0,0,0,0,0,51.33333333,2.66666667,0,15.33333333,2,0,0,11.33333333,0,0,0,0,0,0,8,0,0,0,0.66666667,,,,,,,,,,,,,,,,,,,24,,Montrose,CO,0,21.5,21.5,,,,,,,0,0,0,6,6,9.33333333,9.33333333,HEVI4; OPFR; OPPO; PEPU7; HYFI,1.33333333,5,0,0,0,0,0,,,,,,6,ARBI3; ARNO4,0,,0,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{4603CA41-AA2A-4D39-B713-C084EB26D8BB},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,4,27.33333333,29.33333333,,,,,31.16666667,CO
42549,Colorado Uncompahgre FO 2018,R036XY326CO,SS-231,1.81E+15,38.404861,-108.776972,7/3/2018 0:00,7/3/2018 0:00,26.66666667,30,12.32,23.74666667,18.77333333,13.56,68.4,10.66666667,92,18.10526316,21.4,2.05555556,2.83333333,1.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33333333,0,0,9.33333333,0,10.66666667,2.66666667,9.33333333,18.10526316,,9/1/2018,18070315460062612018-09-01,10,18.10526316,0,0,29.33333333,0,0,0,0,0,13.33333333,10.66666667,0,8.66666667,0,2.66666667,0,18.66666667,0,0,8.66666667,0,0,0,10,10,0,0,0,,,,,,,,,,,,,,,,,,,30,,Montrose,CO,8.66666667,52.5,46.5,,,,,,,9.33333333,0,9.33333333,18.10526316,,10.66666667,2.66666667,OPPO,0,1,0,9.33333333,0,9.33333333,0,SPCR; PLJA; ACHY; AGCR,,18.10526316,,18.10526316,,ARTRW8,0,,0.66666667,0,CO_UncompahgreFO_LUP_2018_5-3b_02.mdb,,,,{C4CA391A-A1B0-4B8F-83C2-F56C27B526D0},,,DBROWNING,4/6/2020 20:10,DBROWNING,12/3/2020 18:16,20,49.33333333,52.66666667,,,,,46.5,CO
